listing_id,base_price,room_type,property_type,accommodates,bedrooms,beds,bathrooms,city,neighbourhood_cleansed,latitude,longitude,minimum_nights,maximum_nights,host_is_superhost,amenities_count,number_of_reviews,reviews_per_month,avg_rating,review_count,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
1147607519753887404,126.67,Entire home/apt,Entire condo,2,1.0,1.0,1.0,,ΓΚΥΖΗ,37.99296,23.74787,2,365,0.0,45,4,0.52,,,4.75,5.0,5.0,4.75,4.0,4.5,4.75
1147883730200786880,298.04,Entire home/apt,Entire home,3,1.0,2.0,1.0,"Athens, Greece",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.962303115871656,23.720172478918315,1,365,,39,3,0.44,,,4.67,4.67,4.67,4.67,4.67,5.0,4.33
1148356267300491120,320.39,Entire home/apt,Entire rental unit,4,2.0,1.0,1.0,,ΠΑΓΚΡΑΤΙ,37.967281776364295,23.747212321877463,1,365,0.0,15,0,,,,,,,,,,
1148597194134721509,827.06,Entire home/apt,Entire rental unit,8,4.0,4.0,1.5,"Athens, Greece",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9648036576156,23.72624226931153,2,59,1.0,41,13,2.19,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1149020900187469386,923.92,Entire home/apt,Entire rental unit,6,3.0,0.0,3.0,"Athens, Greece",ΚΟΛΩΝΑΚΙ,37.9810701,23.7376047,2,365,1.0,28,20,3.03,,,4.9,4.95,5.0,4.95,4.95,5.0,4.9
1151180664581310471,201.18,Entire home/apt,Entire rental unit,3,1.0,0.0,1.0,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9615981,23.7282399,2,365,1.0,45,17,3.19,5.0,1.0,5.0,4.88,5.0,4.94,4.94,4.71,5.0
1152287128471108163,275.69,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9584562,23.7326098,2,31,0.0,48,11,1.55,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1152836776933849885,275.69,Entire home/apt,Entire rental unit,4,2.0,2.0,1.0,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95738550642647,23.736497590529257,1,365,0.0,5,1,0.13,,,5.0,5.0,5.0,5.0,5.0,5.0,4.0
1155232074001912403,417.25,Entire home/apt,Entire rental unit,6,2.0,3.0,1.0,"Glyfada, Greece",ΘΗΣΕΙΟ,37.97836909999999,23.7226221,1,365,1.0,25,2,0.37,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1156395330298735649,96.86,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9869578,23.7236781,2,10,0.0,14,11,2.66,,,3.91,4.55,4.45,4.91,4.91,3.45,4.18
1156558194458300432,245.88,Entire home/apt,Entire rental unit,2,1.0,1.0,1.5,,ΑΚΡΟΠΟΛΗ,37.9678466,23.7243554,2,365,1.0,14,42,5.7,,,4.95,4.95,4.9,4.93,5.0,5.0,4.93
1156942268221514138,372.55,Entire home/apt,Entire condo,6,2.0,0.0,1.0,,ΓΚΥΖΗ,37.99145,23.7435,1,365,0.0,41,4,0.61,,,4.5,4.5,4.5,4.75,4.75,4.5,4.5
1157362763075380150,365.1,Entire home/apt,Entire condo,5,2.0,3.0,1.5,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99033,23.7300456,2,59,1.0,28,20,2.82,4.0,1.0,5.0,4.95,5.0,5.0,5.0,4.6,5.0
1157797511967453389,89.41,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9869578,23.7236781,2,10,0.0,14,8,1.75,,,3.88,4.0,4.38,4.25,4.25,3.13,4.13
1158027323347926880,394.9,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,"Athens, Greece",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96426287833656,23.720680034809085,2,365,0.0,35,15,2.06,,,4.4,4.47,4.6,4.93,4.8,4.8,4.6
1158459349635421856,193.73,Entire home/apt,Entire rental unit,4,2.0,2.0,1.0,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9929014,23.7288442,2,14,1.0,6,2,0.31,,,5.0,5.0,4.5,4.5,4.5,4.5,5.0
1158502573309676615,104.31,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9869578,23.7236781,2,10,0.0,14,9,1.89,,,4.56,4.33,4.67,4.89,5.0,3.89,4.44
1158585642080887396,81.96,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9869578,23.7236781,2,10,0.0,14,5,1.44,,,3.8,4.2,3.8,4.4,4.8,2.8,3.8
1158722739071328502,394.9,Entire home/apt,Entire rental unit,6,1.0,3.0,1.0,"Glyfada, Greece",ΘΗΣΕΙΟ,37.97836909999999,23.7226221,1,365,1.0,6,0,,,,,,,,,,
1158848979482949916,722.75,Entire home/apt,Entire rental unit,16,2.0,13.0,2.0,"Diemen, Netherlands",ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9929597,23.7304605,1,365,0.0,28,4,1.19,,,3.75,3.5,3.75,4.25,5.0,4.25,4.0
1159538504824112813,298.04,Entire home/apt,Entire home,2,1.0,2.0,1.0,,ΚΟΛΩΝΑΚΙ,37.97719321193437,23.742255500038095,1,365,0.0,18,0,,,,,,,,,,
1160200603391945653,312.94,Entire home/apt,Entire condo,3,1.0,,,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96707432935101,23.72930087387314,1,40,0.0,43,7,1.04,,,4.86,5.0,5.0,5.0,5.0,5.0,4.86
1161398352750448366,320.39,Entire home/apt,Entire condo,2,1.0,0.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9748492559963,23.735124158860767,1,365,0.0,31,2,0.28,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1161423655605491772,186.27,Entire home/apt,Entire rental unit,4,1.0,0.0,1.0,"Chalandri, Greece",ΚΥΨΕΛΗ,38.00036,23.73999,3,365,0.0,13,0,,,,,,,,,,
1161462014489753581,141.57,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,"Athina, Greece",ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98201121968658,23.73512158650816,1,365,0.0,38,0,,,,,,,,,,
1161464843922536570,104.31,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9869578,23.7236781,2,10,0.0,14,3,0.69,,,4.33,4.67,4.67,4.67,4.33,4.0,4.33
1161490402889439285,111.76,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9869578,23.7236781,2,10,0.0,14,0,,,,,,,,,,
1161505859763705912,81.96,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9869578,23.7236781,2,10,0.0,14,2,0.56,,,4.0,4.5,4.0,3.5,4.5,3.0,4.5
1161517008946778317,223.53,Entire home/apt,Entire condo,5,2.0,3.0,1.0,"Athens, Greece",ΝΙΡΒΑΝΑ,38.0119174,23.7259664,3,25,0.0,42,4,0.68,,,5.0,5.0,4.75,5.0,5.0,4.75,4.5
1162150144343780873,119.22,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98696,23.72368,2,10,0.0,14,3,0.62,,,3.67,3.33,3.67,4.67,3.33,2.67,3.33
1162156987226388371,886.67,Entire home/apt,Entire rental unit,6,2.0,2.0,1.0,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9824861,23.7287938,1,365,0.0,21,18,3.07,,,4.67,4.67,4.56,4.78,4.83,4.5,4.61
1164853219339459183,223.53,Entire home/apt,Entire condo,3,1.0,1.0,1.0,,ΠΕΤΡΑΛΩΝΑ,37.96782,23.71014,1,20,1.0,38,22,3.65,,,4.86,4.95,4.95,4.91,4.86,4.86,4.82
1164976462901543832,275.69,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,,ΘΗΣΕΙΟ,37.97508200000001,23.7176849,2,365,1.0,40,28,4.22,,,5.0,4.96,4.93,5.0,4.96,4.96,5.0
1165096239018888271,409.8,Entire home/apt,Entire condo,4,1.0,1.0,1.0,"Attica, Greece",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9678368,23.7250947,1,365,1.0,26,73,10.74,4.5,2.0,4.99,5.0,4.96,5.0,5.0,4.99,4.99
1165243879289716892,126.67,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,"Athens, Greece",ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00427791886018,23.727958743834435,2,365,0.0,9,1,0.51,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1165670278659775158,409.8,Entire home/apt,Entire condo,4,2.0,3.0,1.0,"Athens, Greece",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96602657423738,23.72694525895828,2,30,1.0,52,18,2.7,,,4.94,5.0,5.0,5.0,5.0,4.94,4.94
1166109311049143167,89.41,Entire home/apt,Entire condo,2,1.0,0.0,1.0,Greece,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.00419331969584,23.7290820479393,1,55,0.0,16,21,3.03,,,4.71,4.81,4.81,4.86,5.0,4.0,4.57
1166431050820231305,625.88,Entire home/apt,Entire rental unit,4,1.0,3.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97657073656525,23.73172829954937,2,365,0.0,39,17,2.98,,,4.88,4.94,4.76,4.76,4.94,5.0,4.76
1166463285007556899,156.47,Private room,Room in hotel,2,1.0,1.0,1.0,,ΠΕΔΙΟ ΑΡΕΩΣ,37.9958979,23.7344316,1,30,0.0,19,0,,,,,,,,,,
1166566407396061319,312.94,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9676019,23.7299753,1,365,0.0,47,3,0.64,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1167183449692797368,417.25,Entire home/apt,Entire rental unit,4,2.0,2.0,1.0,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96754,23.72959,2,365,0.0,6,1,0.16,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1167210781989552741,216.08,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,"Athens, Greece",ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98833,23.72196,2,90,0.0,26,5,0.75,,,4.8,5.0,4.2,5.0,5.0,4.4,4.8
1167219000059088167,461.96,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97582,23.73155,2,365,0.0,32,15,2.6,,,4.4,4.6,4.6,4.8,4.73,4.93,4.53
1167305881335868016,476.86,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97620523863743,23.729689526516147,2,365,0.0,32,4,1.01,,,4.75,5.0,5.0,5.0,4.75,5.0,4.75
1167413241904841602,298.04,Entire home/apt,Entire rental unit,6,2.0,4.0,1.0,"Athens, Greece",ΑΝΩ ΚΥΨΕΛΗ,38.00613,23.74591,1,365,1.0,37,14,2.06,,,4.93,5.0,5.0,5.0,5.0,4.64,4.93
1167846664583838532,1080.39,Entire home/apt,Entire rental unit,7,3.0,4.0,2.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97748749544327,23.73186066809774,2,365,0.0,37,21,4.41,4.0,1.0,4.9,4.9,4.71,4.76,4.76,4.9,4.76
1168086913423508088,1221.96,Entire home/apt,Entire rental unit,8,2.0,4.0,2.0,"London, United Kingdom",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97849,23.72854,2,365,1.0,25,0,,,,,,,,,,
1168718789971394464,126.67,Entire home/apt,Entire rental unit,3,2.0,0.0,1.5,"Paris, France",ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00568,23.73386,5,90,0.0,6,2,0.3,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1168826293075135476,178.82,Entire home/apt,Entire rental unit,2,1.0,2.0,1.0,,ΚΕΡΑΜΕΙΚΟΣ,37.9815461,23.7154252,2,180,0.0,48,11,1.68,,,4.91,4.91,4.73,4.82,5.0,4.73,4.82
1168900671195864309,394.9,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,"Tel Aviv-Yafo, Israel",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96796,23.73043,1,60,0.0,29,0,,,,,,,,,,
1168980789809048224,268.24,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,"Nea Smyrni, Greece",ΝΕΟΣ ΚΟΣΜΟΣ,37.9553,23.71534,2,30,0.0,35,5,1.06,,,4.8,5.0,5.0,4.8,4.8,4.6,4.4
1170038634016837579,126.67,Private room,Private room in condo,2,,,,"Athens, Greece",ΓΟΥΔΙ,37.98049224661106,23.76112607672117,1,58,0.0,32,11,1.75,,,5.0,5.0,5.0,4.91,5.0,5.0,5.0
1170121823437663528,298.04,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,,ΠΕΤΡΑΛΩΝΑ,37.96903,23.70867,1,59,1.0,47,10,1.78,,,5.0,5.0,4.9,4.8,5.0,4.7,4.9
1170743552040569895,640.78,Entire home/apt,Entire condo,4,2.0,2.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9790639,23.7263606,2,14,0.0,41,1,0.27,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1171638450248683335,283.14,Entire home/apt,Entire rental unit,6,3.0,3.0,1.0,"Athens, Greece",ΚΥΨΕΛΗ,37.99825127268024,23.736353728836043,1,365,0.0,6,0,,,,,,,,,,
1172191449649820987,163.92,Entire home/apt,Entire condo,3,1.0,2.0,1.0,"Athens, Greece",ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9837098,23.7202173,2,365,0.0,9,9,2.37,,,4.89,4.89,4.78,4.89,4.89,4.44,4.78
1172452449397945980,163.92,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,"Athens, Greece",ΠΑΓΚΡΑΤΙ,37.9708158,23.7436955,2,15,1.0,22,15,2.63,,,5.0,5.0,5.0,5.0,5.0,4.8,5.0
1173741754746197361,119.22,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,"Athens, Greece",ΝΕΟΣ ΚΟΣΜΟΣ,37.959560848544,23.73208831219923,1,365,0.0,26,10,1.51,,,4.6,4.3,4.4,4.6,4.6,4.2,4.2
1174318776775965741,193.73,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98726956757122,23.72484931626702,2,56,0.0,38,4,0.63,,,4.0,4.25,3.75,4.0,4.75,4.0,4.0
1175501112719935343,37.25,Private room,Private room in rental unit,1,1.0,1.0,1.0,"Athens, Greece",ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00398,23.72867,1,365,1.0,54,44,7.02,4.5,2.0,4.86,4.93,4.75,4.93,5.0,4.68,4.95
1176021198440955303,178.82,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,Greece,ΓΟΥΒΑ,37.95803020042082,23.74291624646097,1,365,0.0,43,3,0.63,,,4.33,4.0,5.0,4.33,4.33,4.0,4.67
1176576133059459962,432.16,Entire home/apt,Entire rental unit,4,2.0,3.0,1.0,Greece,ΣΤΑΔΙΟ,37.9649928,23.7450144,2,365,1.0,53,10,1.83,,,4.9,5.0,4.6,5.0,4.9,4.9,4.8
1176583371616472880,290.59,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9846629,23.7302315,1,365,0.0,17,45,7.3,2.0,1.0,4.31,4.62,4.44,4.64,4.82,4.47,4.44
1176665136878151023,104.31,Entire home/apt,Entire serviced apartment,2,1.0,1.0,1.0,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99702330900673,23.725177272126498,1,365,0.0,34,0,,,,,,,,,,
1176817204724039710,126.67,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,"Athens, Greece",ΑΜΠΕΛΟΚΗΠΟΙ,37.99202,23.7631,3,33,1.0,21,14,2.31,,,5.0,4.71,4.71,4.93,4.86,4.93,4.86
1177473614006423022,96.86,Private room,Private room in bed and breakfast,2,1.0,1.0,1.0,,ΣΕΠΟΛΙΑ,38.00552332791842,23.714411775245143,1,365,0.0,7,0,,,,,,,,,,
1177649268069246687,171.37,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,"Athens, Greece",ΚΥΨΕΛΗ,38.00200299999999,23.7349606,2,60,0.0,42,2,0.75,,,5.0,4.5,4.5,4.5,5.0,4.0,5.0
1178109354658320551,409.8,Entire home/apt,Entire rental unit,4,2.0,2.0,1.0,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9675932217079,23.726060314713944,1,365,0.0,37,12,2.02,,,5.0,5.0,5.0,4.83,4.75,5.0,5.0
1178404420923835416,417.25,Entire home/apt,Entire rental unit,6,2.0,2.0,2.0,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96435274049264,23.72897543013096,2,365,0.0,28,6,0.96,,,5.0,5.0,5.0,5.0,5.0,5.0,4.83
1178872646298670664,163.92,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,"Athens, Greece",ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98945,23.72903,2,45,0.0,18,4,0.73,,,4.75,4.5,4.75,5.0,4.75,4.5,5.0
1179445307469423857,141.57,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98575909760956,23.7348011261535,1,365,0.0,8,0,,,,,,,,,,
1179487266803046756,946.27,Entire home/apt,Entire rental unit,6,2.0,3.0,2.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97755253336858,23.723313862475425,2,59,1.0,32,16,3.06,,,4.94,4.94,4.94,5.0,5.0,4.88,5.0
1179568464619618862,89.41,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.0064755,23.7307448,1,365,0.0,19,0,,,,,,,,,,
1180306871753451042,640.78,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,Greece,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97794964031897,23.72632207662053,1,365,0.0,43,2,2.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1180351680956633074,141.57,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98380166671612,23.73443401692773,1,365,0.0,7,0,,,,,,,,,,
1180440856799163634,312.94,Entire home/apt,Entire rental unit,6,2.0,3.0,1.0,"Athens, Greece",ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99261092380846,23.72630489936084,2,180,0.0,44,18,3.02,,,5.0,4.89,5.0,4.94,5.0,4.67,4.94
1180527635630545585,111.76,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,"Zurich, Switzerland",ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98267753008396,23.724467589466105,2,59,1.0,33,34,5.34,,,4.88,4.88,4.94,5.0,5.0,4.21,4.85
1180840819645684236,223.53,Entire home/apt,Entire condo,4,2.0,3.0,1.0,"Athens, Greece",ΚΟΛΟΚΥΝΘΟΥ,38.00164729999999,23.714077,1,2,1.0,9,11,2.0,,,4.91,5.0,4.91,4.91,5.0,4.55,4.91
1181010449382218042,230.98,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,"Athens, Greece",ΑΜΠΕΛΟΚΗΠΟΙ,37.98637,23.7567062,1,365,0.0,31,3,0.62,,,3.67,4.67,4.0,4.67,5.0,4.67,3.33
1181042689839114160,52.16,Private room,Private room in rental unit,1,1.0,1.0,1.5,"Athens, Greece",ΑΝΩ ΚΥΨΕΛΗ,38.0058971,23.7358395,3,120,0.0,27,0,,,,,,,,,,
1181223464160344146,447.06,Entire home/apt,Entire home,6,2.0,2.0,1.0,,ΠΕΤΡΑΛΩΝΑ,37.9731922,23.7131628,1,365,0.0,57,4,1.35,2.0,1.0,5.0,5.0,5.0,5.0,5.0,4.75,5.0
1181654724964658976,201.18,Entire home/apt,Entire rental unit,4,1.0,3.0,1.5,"Sitia, Greece",ΑΝΩ ΚΥΨΕΛΗ,38.0052951,23.740922,3,30,0.0,41,4,0.65,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1182392314643985622,104.31,Private room,Private room in home,2,1.0,1.0,1.0,"Athens, Greece",ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9911644,23.7274778,1,365,0.0,24,7,2.23,,,4.57,4.43,4.71,4.86,4.71,4.14,4.71
1182614978058330237,89.41,Private room,Private room in rental unit,2,1.0,1.0,2.0,"Athens, Greece",ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99671357571103,23.727423565392368,3,365,0.0,5,8,1.46,,,4.13,4.88,4.38,3.75,4.13,4.13,4.63
1182722864760555899,104.31,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,"Athens, Greece",ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98609204934379,23.721922039939912,2,365,1.0,41,30,5.52,,,4.8,4.73,4.93,4.73,4.9,4.03,4.73
1182999871140006343,171.37,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,"Athens, Greece",ΒΟΤΑΝΙΚΟΣ,37.97965751081346,23.71048141304529,1,365,1.0,32,5,0.88,,,4.4,4.6,4.2,4.6,4.4,4.6,4.0
1183062204711530019,134.12,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,"Athens, Greece",ΓΚΑΖΙ,37.978674357753015,23.71224031859275,1,365,1.0,31,5,0.91,,,5.0,5.0,5.0,5.0,5.0,5.0,4.8
1183089479246902402,432.16,Entire home/apt,Entire rental unit,6,2.0,3.0,1.0,"Athens, Greece",ΒΟΤΑΝΙΚΟΣ,37.98354,23.7103,1,1125,0.0,27,1,0.28,,,4.0,4.0,4.0,5.0,5.0,3.0,4.0
1183146267990996681,454.51,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.978982317297486,23.724447933545232,1,365,0.0,5,0,,,,,,,,,,
1183215647440405486,193.73,Private room,Room in hotel,4,1.0,4.0,1.0,,ΣΕΠΟΛΙΑ,38.00323,23.71551,1,365,0.0,7,0,,,,,,,,,,
1183476312613923386,454.51,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,"Athens, Greece",ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97912,23.72572,1,365,0.0,4,0,,,,,,,,,,
1183499975144161582,305.49,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98447,23.73251,1,365,0.0,10,0,,,,,,,,,,
1183788529382842889,394.9,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,"Athens, Greece",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9649065,23.7252217,2,365,0.0,5,4,0.68,,,4.25,4.25,4.5,5.0,4.5,5.0,4.25
1184526255739420035,22.35,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΝΙΡΒΑΝΑ,38.0039703,23.7245287,1,365,0.0,7,1,0.32,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1184856569984843956,230.98,Entire home/apt,Entire rental unit,4,2.0,2.0,1.0,Greece,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99162,23.72672,6,365,0.0,40,6,1.18,,,5.0,5.0,5.0,5.0,5.0,4.83,5.0
1185316554649078040,245.88,Entire home/apt,Entire rental unit,3,2.0,3.0,1.0,"Euboea, Greece",ΛΥΚΑΒΗΤΤΟΣ,37.98619703127392,23.74821837456313,3,59,0.0,56,6,1.88,,,5.0,5.0,5.0,5.0,5.0,4.83,5.0
1185388294012367633,149.02,Entire home/apt,Entire condo,3,1.0,2.0,1.0,"Athens, Greece",ΑΝΩ ΚΥΨΕΛΗ,38.0078144,23.7377586,1,60,0.0,37,12,2.5,,,5.0,5.0,5.0,5.0,5.0,4.75,5.0
1185924765104200553,208.63,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96418571763123,23.71933392482161,2,365,1.0,28,6,1.64,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1186098774315573181,104.31,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99007630966436,23.72384509354548,1,365,0.0,6,19,3.17,,,4.42,4.47,4.74,4.74,4.68,3.84,4.47
